,Frequencia,FaseFiltro,Frequencia2,Banda,Approx
0,0.0,0.0,32310.0,-1.5707963267948966,-0.0
1,466.73003839265493,-0.0029325429131839024,32310.0,-1.5692608465145497,-0.002932551319648094
2,933.4600767853099,-0.0058650353886236664,32310.0,-1.5677253662342028,-0.005865102639296188
3,1400.190115177965,-0.008797426993779932,32310.0,-1.5661898859538559,-0.008797653958944282
4,1866.9201535706197,-0.011729667306521543,32310.0,-1.564654405673509,-0.011730205278592375
5,2333.6501919632747,-0.014661705920326304,32310.0,-1.5631189253931619,-0.014662756598240468
6,2800.38023035593,-0.017593492449477693,32310.0,-1.561583445112815,-0.017595307917888565
7,3267.1102687485845,-0.020524976534256237,32310.0,-1.560047964832468,-0.020527859237536656
8,3733.8403071412395,-0.023456107846124143,32310.0,-1.5585124845521212,-0.02346041055718475
9,4200.570345533894,-0.026386836092901954,32310.0,-1.5569770042717743,-0.026392961876832845
10,4667.300383926549,-0.029317111023935787,32310.0,-1.5554415239914274,-0.029325513196480937
11,5134.030422319204,-0.03224688243525392,32310.0,-1.5539060437110805,-0.03225806451612903
12,5600.76046071186,-0.03517610017471136,32310.0,-1.5523705634307337,-0.03519061583577713
13,6067.490499104514,-0.03810471414712109,32310.0,-1.5508350831503865,-0.038123167155425214
14,6534.220537497169,-0.0410326743193707,32310.0,-1.5492996028700396,-0.04105571847507331
15,7000.950575889824,-0.04395993072552304,32310.0,-1.5477641225896928,-0.0439882697947214
16,7467.680614282479,-0.046886433471899754,32310.0,-1.5462286423093459,-0.0469208211143695
17,7934.410652675135,-0.049812132742146215,32310.0,-1.544693162028999,-0.0498533724340176
18,8401.140691067789,-0.052736978802276666,32310.0,-1.543157681748652,-0.05278592375366569
19,8867.870729460445,-0.05566092200569847,32310.0,-1.5416222014683052,-0.05571847507331378
20,9334.600767853099,-0.05858391279821384,32310.0,-1.5400867211879583,-0.05865102639296187
21,9801.330806245755,-0.06150590172299818,32310.0,-1.5385512409076112,-0.06158357771260997
22,10268.060844638409,-0.06442683942555355,32310.0,-1.5370157606272643,-0.06451612903225806
23,10734.790883031063,-0.06734667665863621,32310.0,-1.5354802803469174,-0.06744868035190615
24,11201.52092142372,-0.07026536428715692,32310.0,-1.5339448000665705,-0.07038123167155426
25,11668.250959816374,-0.07318285329305264,32310.0,-1.5324093197862236,-0.07331378299120235
26,12134.980998209028,-0.07609909478012904,32310.0,-1.5308738395058767,-0.07624633431085043
27,12601.711036601684,-0.07901403997887183,32310.0,-1.5293383592255299,-0.07917888563049853
28,13068.441074994338,-0.08192764025122634,32310.0,-1.527802878945183,-0.08211143695014662
29,13535.171113386994,-0.08483984709534415,32310.0,-1.5262673986648359,-0.08504398826979472
30,14001.901151779648,-0.08775061215029523,32310.0,-1.524731918384489,-0.0879765395894428
31,14468.631190172304,-0.09065988720074511,32310.0,-1.523196438104142,-0.09090909090909091
32,14935.361228564958,-0.09356762418159537,32310.0,-1.5216609578237952,-0.093841642228739
33,15402.091266957614,-0.0964737751825869,32310.0,-1.5201254775434483,-0.0967741935483871
34,15868.82130535027,-0.0993782924528644,32310.0,-1.5185899972631014,-0.0997067448680352
35,16335.551343742924,-0.10228112840550149,32310.0,-1.5170545169827545,-0.10263929618768329
36,16802.281382135578,-0.10518223562198517,32310.0,-1.5155190367024076,-0.10557184750733138
37,17269.011420528233,-0.10808156685665854,32310.0,-1.5139835564220605,-0.10850439882697946
38,17735.74145892089,-0.11097907504112128,32310.0,-1.5124480761417136,-0.11143695014662756
39,18202.47149731354,-0.11387471328858606,32310.0,-1.5109125958613667,-0.11436950146627564
40,18669.201535706197,-0.116768434898191,32310.0,-1.5093771155810198,-0.11730205278592375
41,19135.931574098853,-0.11966019335926625,32310.0,-1.507841635300673,-0.12023460410557185
42,19602.66161249151,-0.12254994235555453,32310.0,-1.506306155020326,-0.12316715542521994
43,20069.39165088416,-0.12543763576938424,32310.0,-1.5047706747399792,-0.126099706744868
44,20536.121689276817,-0.1283232276857948,32310.0,-1.5032351944596323,-0.12903225806451613
45,21002.851727669473,-0.13120667239661243,32310.0,-1.5016997141792854,-0.13196480938416422
46,21469.581766062125,-0.13408792440447703,32310.0,-1.5001642338989383,-0.1348973607038123
47,21936.31180445478,-0.13696693842681784,32310.0,-1.4986287536185914,-0.1378299120234604
48,22403.04184284744,-0.13984366939977788,32310.0,-1.4970932733382445,-0.14076246334310852
49,22869.771881240093,-0.14271807248208665,32310.0,-1.4955577930578976,-0.14369501466275658
50,23336.50191963275,-0.1455901030588796,32310.0,-1.4940223127775507,-0.1466275659824047
51,23803.231958025404,-0.14845971674546435,32310.0,-1.4924868324972038,-0.1495601173020528
52,24269.961996418057,-0.1513268693910324,32310.0,-1.490951352216857,-0.15249266862170086
53,24736.692034810712,-0.15419151708231632,32310.0,-1.4894158719365098,-0.15542521994134897
54,25203.42207320337,-0.15705361614719104,32310.0,-1.487880391656163,-0.15835777126099707
55,25670.15211159602,-0.15991312315821926,32310.0,-1.486344911375816,-0.16129032258064516
56,26136.882149988676,-0.16276999493614006,32310.0,-1.4848094310954691,-0.16422287390029325
57,26603.612188381336,-0.16562418855330005,32310.0,-1.4832739508151223,-0.16715542521994137
58,27070.342226773988,-0.16847566133702682,32310.0,-1.4817384705347754,-0.17008797653958943
59,27537.072265166644,-0.17132437087294408,32310.0,-1.4802029902544285,-0.17302052785923755
60,28003.802303559296,-0.1741702750082276,32310.0,-1.4786675099740816,-0.1759530791788856
61,28470.532341951952,-0.17701333185480211,32310.0,-1.4771320296937347,-0.17888563049853373
62,28937.262380344608,-0.17985349979247828,32310.0,-1.4755965494133876,-0.18181818181818182
63,29403.99241873726,-0.1826907374720293,32310.0,-1.4740610691330407,-0.1847507331378299
64,29870.722457129916,-0.18552500381820727,32310.0,-1.4725255888526938,-0.187683284457478
65,30337.452495522575,-0.1883562580326979,32310.0,-1.470990108572347,-0.1906158357771261
66,30804.182533915227,-0.19118445959701444,32310.0,-1.469454628292,-0.1935483870967742
67,31270.912572307883,-0.1940095682753296,32310.0,-1.4679191480116531,-0.19648093841642228
68,31737.64261070054,-0.19683154411724563,32310.0,-1.4663836677313062,-0.1994134897360704
69,32204.37264909319,-0.19965034746050164,32310.0,-1.4648481874509593,-0.20234604105571846
70,32671.102687485847,-0.20246593893361914,32310.0,-1.4633127071706122,-0.20527859237536658
71,33137.8327258785,-0.20527827945848404,32310.0,-1.4617772268902653,-0.20821114369501464
72,33604.562764271155,-0.20808733025286608,32310.0,-1.4602417466099185,-0.21114369501466276
73,34071.29280266381,-0.2108930528328749,32310.0,-1.4587062663295716,-0.21407624633431085
74,34538.02284105647,-0.21369540901535267,32310.0,-1.4571707860492247,-0.21700879765395892
75,35004.75287944912,-0.21649436092020358,32310.0,-1.4556353057688778,-0.21994134897360704
76,35471.48291784178,-0.21928987097265912,32310.0,-1.454099825488531,-0.22287390029325513
77,35938.21295623443,-0.2220819019054801,32310.0,-1.452564345208184,-0.2258064516129032
78,36404.94299462708,-0.22487041676109487,32310.0,-1.451028864927837,-0.22873900293255128
79,36871.673033019746,-0.22765537889367315,32310.0,-1.44949338464749,-0.23167155425219946
80,37338.403071412395,-0.23043675197113658,32310.0,-1.4479579043671431,-0.2346041055718475
81,37805.13310980505,-0.2332144999771054,32310.0,-1.4464224240867962,-0.2375366568914956
82,38271.863148197706,-0.2359885872127806,32310.0,-1.4448869438064493,-0.2404692082111437
83,38738.59318659036,-0.23875897829876283,32310.0,-1.4433514635261024,-0.24340175953079177
84,39205.32322498302,-0.2415256381768075,32310.0,-1.4418159832457556,-0.24633431085043989
85,39672.05326337567,-0.24428853211151577,32310.0,-1.4402805029654087,-0.24926686217008792
86,40138.78330176832,-0.24704762569196248,32310.0,-1.4387450226850618,-0.252199413489736
87,40605.513340160986,-0.2498028848332602,32310.0,-1.4372095424047147,-0.2551319648093842
88,41072.243378553634,-0.25255427577805956,32310.0,-1.4356740621243678,-0.25806451612903225
89,41538.97341694629,-0.255301765097988,32310.0,-1.4341385818440209,-0.26099706744868034
90,42005.703455338946,-0.2580453196950235,32310.0,-1.432603101563674,-0.26392961876832843
91,42472.4334937316,-0.26078490680280664,32310.0,-1.431067621283327,-0.2668621700879766
92,42939.16353212425,-0.26352049398789,32310.0,-1.4295321410029802,-0.2697947214076246
93,43405.893570516906,-0.2662520491509253,32310.0,-1.4279966607226333,-0.2727272727272727
94,43872.62360890956,-0.2689795405277877,32310.0,-1.4264611804422862,-0.2756598240469208
95,44339.35364730222,-0.2717029366906392,32310.0,-1.4249257001619393,-0.2785923753665689
96,44806.08368569488,-0.2744222065489301,32310.0,-1.4233902198815924,-0.28152492668621704
97,45272.81372408754,-0.2771373193503395,32310.0,-1.4218547396012455,-0.2844574780058651
98,45739.543762480185,-0.27984824468165387,32310.0,-1.4203192593208986,-0.28739002932551316
99,46206.27380087284,-0.28255495246958745,32310.0,-1.4187837790405518,-0.29032258064516125
100,46673.0038392655,-0.2852574129815397,32310.0,-1.4172482987602049,-0.2932551319648094
101,47139.73387765815,-0.2879555968262947,32310.0,-1.415712818479858,-0.2961876832844575
102,47606.46391605081,-0.29064947495466065,32310.0,-1.414177338199511,-0.2991202346041056
103,48073.19395444346,-0.29333901866005035,32310.0,-1.412641857919164,-0.3020527859237536
104,48539.92399283611,-0.29602419957900333,32310.0,-1.411106377638817,-0.3049853372434017
105,49006.65403122877,-0.2987049896916494,32310.0,-1.4095708973584702,-0.30791788856304986
106,49473.384069621425,-0.30138136132211496,32310.0,-1.4080354170781233,-0.31085043988269795
107,49940.11410801408,-0.30405328713887186,32310.0,-1.4064999367977764,-0.31378299120234604
108,50406.84414640674,-0.30672074015502954,32310.0,-1.4049644565174295,-0.31671554252199413
109,50873.574184799385,-0.309383693728571,32310.0,-1.4034289762370826,-0.3196480938416422
110,51340.30422319204,-0.31204212156253325,32310.0,-1.4018934959567357,-0.3225806451612903
111,51807.0342615847,-0.3146959977051319,32310.0,-1.4003580156763888,-0.3255131964809384
112,52273.76429997735,-0.31734529654983135,32310.0,-1.3988225353960417,-0.3284457478005865
113,52740.494338370016,-0.3199899928353615,32310.0,-1.3972870551156948,-0.33137829912023464
114,53207.22437676267,-0.32263006164567976,32310.0,-1.395751574835348,-0.33431085043988273
115,53673.95441515532,-0.32526547840988057,32310.0,-1.394216094555001,-0.33724340175953077
116,54140.684453547976,-0.327896218902053,32310.0,-1.3926806142746542,-0.34017595307917886
117,54607.41449194063,-0.330522259241085,32310.0,-1.3911451339943073,-0.34310850439882695
118,55074.14453033329,-0.3331435758904179,32310.0,-1.3896096537139604,-0.3460410557184751
119,55540.87456872594,-0.3357601456577493,32310.0,-1.3880741734336133,-0.3489736070381232
120,56007.60460711859,-0.33837194569468637,32310.0,-1.3865386931532664,-0.3519061583577712
121,56474.33464551125,-0.3409789534963494,32310.0,-1.3850032128729195,-0.3548387096774193
122,56941.064683903904,-0.34358114690092645,32310.0,-1.3834677325925726,-0.35777126099706746
123,57407.79472229656,-0.3461785040891802,32310.0,-1.3819322523122257,-0.36070381231671556
124,57874.524760689215,-0.34877100358390695,32310.0,-1.3803967720318788,-0.36363636363636365
125,58341.25479908187,-0.3513586242493488,32310.0,-1.378861291751532,-0.36656891495601174
126,58807.98483747452,-0.3539413452905593,32310.0,-1.377325811471185,-0.3695014662756598
127,59274.714875867176,-0.3565191462527246,32310.0,-1.3757903311908382,-0.3724340175953079
128,59741.44491425983,-0.3590920070204376,32310.0,-1.374254850910491,-0.375366568914956
129,60208.17495265249,-0.36165990781693025,32310.0,-1.3727193706301442,-0.3782991202346041
130,60674.90499104515,-0.3642228292032608,32310.0,-1.3711838903497973,-0.3812316715542522
131,61141.63502943779,-0.3667807520774583,32310.0,-1.3696484100694504,-0.3841642228739003
132,61608.365067830455,-0.3693336576736255,32310.0,-1.3681129297891035,-0.3870967741935484
133,62075.09510622311,-0.3718815275609997,32310.0,-1.3665774495087566,-0.39002932551319647
134,62541.82514461577,-0.3744243436429728,32310.0,-1.3650419692284097,-0.39296187683284456
135,63008.55518300842,-0.37696208815607174,32310.0,-1.3635064889480626,-0.39589442815249265
136,63475.28522140108,-0.3794947436688991,32310.0,-1.3619710086677157,-0.3988269794721408
137,63942.01525979373,-0.38202229308103514,32310.0,-1.3604355283873688,-0.40175953079178883
138,64408.74529818638,-0.3845447196219015,32310.0,-1.358900048107022,-0.4046920821114369
139,64875.47533657904,-0.38706200684958847,32310.0,-1.357364567826675,-0.407624633431085
140,65342.205374971694,-0.3895741386496444,32310.0,-1.3558290875463281,-0.41055718475073316
141,65808.93541336435,-0.3920810992338307,32310.0,-1.3542936072659812,-0.41348973607038125
142,66275.665451757,-0.3945828731388401,32310.0,-1.3527581269856344,-0.4164222873900293
143,66742.39549014966,-0.3970794452249823,32310.0,-1.3512226467052875,-0.41935483870967744
144,67209.12552854231,-0.39957080067483386,32310.0,-1.3496871664249404,-0.4222873900293255
145,67675.85556693497,-0.40205692499185675,32310.0,-1.3481516861445935,-0.4252199413489736
146,68142.58560532762,-0.40453780399898354,32310.0,-1.3466162058642466,-0.4281524926686217
147,68609.31564372029,-0.40701342383717165,32310.0,-1.3450807255838997,-0.4310850439882698
148,69076.04568211293,-0.4094837709639262,32310.0,-1.3435452453035528,-0.43401759530791784
149,69542.77572050558,-0.41194883215179307,32310.0,-1.342009765023206,-0.436950146627566
150,70009.50575889825,-0.4144085944868222,32310.0,-1.340474284742859,-0.4398826979472141
151,70476.2357972909,-0.41686304536700236,32310.0,-1.3389388044625121,-0.4428152492668621
152,70942.96583568356,-0.4193121725006678,32310.0,-1.3374033241821652,-0.44574780058651026
153,71409.6958740762,-0.42175596390487713,32310.0,-1.3358678439018181,-0.44868035190615835
154,71876.42591246885,-0.42419440790376656,32310.0,-1.3343323636214712,-0.4516129032258064
155,72343.15595086152,-0.42662749312687603,32310.0,-1.3327968833411243,-0.45454545454545453
156,72809.88598925417,-0.4290552085074508,32310.0,-1.3312614030607774,-0.45747800586510257
157,73276.61602764683,-0.4314775432807184,32310.0,-1.3297259227804306,-0.4604105571847507
158,73743.34606603949,-0.4338944869821411,32310.0,-1.3281904425000837,-0.4633431085043989
159,74210.07610443214,-0.43630602944564634,32310.0,-1.3266549622197368,-0.46627565982404695
160,74676.80614282479,-0.43871216080183345,32310.0,-1.3251194819393897,-0.469208211143695
161,75143.53618121745,-0.4411128714761596,32310.0,-1.3235840016590428,-0.47214076246334313
162,75610.2662196101,-0.44350815218710316,32310.0,-1.3220485213786959,-0.4750733137829912
163,76076.99625800276,-0.44589799394430846,32310.0,-1.320513041098349,-0.4780058651026393
164,76543.72629639541,-0.44828238804670933,32310.0,-1.318977560818002,-0.4809384164222874
165,77010.45633478806,-0.4506613260806336,32310.0,-1.3174420805376552,-0.48387096774193544
166,77477.18637318072,-0.45303479991789,32310.0,-1.3159066002573083,-0.48680351906158353
167,77943.91641157337,-0.45540280171383585,32310.0,-1.3143711199769612,-0.4897360703812317
168,78410.64644996604,-0.4577653239054292,32310.0,-1.3128356396966145,-0.49266862170087977
169,78877.37648835868,-0.4601223592092625,32310.0,-1.3113001594162674,-0.4956011730205278
170,79344.10652675133,-0.4624739006195821,32310.0,-1.3097646791359205,-0.49853372434017584
171,79810.836565144,-0.4648199414062913,32310.0,-1.3082291988555736,-0.501466275659824
172,80277.56660353664,-0.46716047511293896,32310.0,-1.3066937185752268,-0.504398826979472
173,80744.29664192931,-0.4694954955546948,32310.0,-1.3051582382948799,-0.5073313782991202
174,81211.02668032197,-0.4718249968163097,32310.0,-1.303622758014533,-0.5102639296187684
175,81677.75671871462,-0.47414897325006444,32310.0,-1.302087277734186,-0.5131964809384164
176,82144.48675710727,-0.47646741947370663,32310.0,-1.300551797453839,-0.5161290322580645
177,82611.21679549993,-0.47878033036837403,32310.0,-1.2990163171734923,-0.5190615835777126
178,83077.94683389258,-0.48108770107650833,32310.0,-1.2974808368931452,-0.5219941348973607
179,83544.67687228523,-0.4833895269997583,32310.0,-1.2959453566127983,-0.5249266862170088
180,84011.40691067789,-0.4856858037968728,32310.0,-1.2944098763324514,-0.5278592375366569
181,84478.13694907054,-0.4879765273815838,32310.0,-1.2928743960521045,-0.530791788856305
182,84944.8669874632,-0.4902616939204823,32310.0,-1.2913389157717576,-0.5337243401759532
183,85411.59702585585,-0.49254129983088385,32310.0,-1.2898034354914107,-0.5366568914956011
184,85878.3270642485,-0.49481534177868836,32310.0,-1.2882679552110639,-0.5395894428152492
185,86345.05710264116,-0.49708381667623164,32310.0,-1.2867324749307167,-0.5425219941348973
186,86811.78714103381,-0.49934672168013006,32310.0,-1.2851969946503699,-0.5454545454545454
187,87278.51717942648,-0.5016040541891205,32310.0,-1.283661514370023,-0.5483870967741936
188,87745.24721781912,-0.503855811841893,32310.0,-1.282126034089676,-0.5513196480938416
189,88211.9772562118,-0.5061019925149199,32310.0,-1.2805905538093292,-0.5542521994134898
190,88678.70729460444,-0.5083425943202793,32310.0,-1.2790550735289823,-0.5571847507331378
191,89145.43733299708,-0.5105776156034747,32310.0,-1.2775195932486354,-0.5601173020527859
192,89612.16737138976,-0.512807054941252,32310.0,-1.2759841129682883,-0.5630498533724341
193,90078.89740978241,-0.5150309111394115,32310.0,-1.2744486326879416,-0.565982404692082
194,90545.62744817507,-0.5172491832306192,32310.0,-1.2729131524075945,-0.5689149560117303
195,91012.35748656772,-0.5194618704722148,32310.0,-1.2713776721272476,-0.5718475073313783
196,91479.08752496037,-0.5216689723440184,32310.0,-1.2698421918469007,-0.5747800586510263
197,91945.81756335303,-0.5238704885461359,32310.0,-1.2683067115665538,-0.5777126099706745
198,92412.54760174568,-0.5260664189967634,32310.0,-1.266771231286207,-0.5806451612903225
199,92879.27764013835,-0.5282567638299914,32310.0,-1.26523575100586,-0.5835777126099707
200,93346.007678531,-0.5304415233936091,32310.0,-1.2637002707255132,-0.5865102639296188
201,93812.73771692364,-0.5326206982469089,32310.0,-1.262164790445166,-0.5894428152492668
202,94279.4677553163,-0.5347942891584925,32310.0,-1.2606293101648192,-0.592375366568915
203,94746.19779370895,-0.5369622971040767,32310.0,-1.2590938298844723,-0.595307917888563
204,95212.92783210162,-0.5391247232643035,32310.0,-1.2575583496041254,-0.5982404692082112
205,95679.65787049427,-0.541281569022549,32310.0,-1.2560228693237785,-0.6011730205278593
206,96146.38790888691,-0.5434328359627376,32310.0,-1.2544873890434316,-0.6041055718475072
207,96613.11794727958,-0.5455785258671579,32310.0,-1.2529519087630847,-0.6070381231671554
208,97079.84798567223,-0.5477186407142813,32310.0,-1.2514164284827376,-0.6099706744868034
209,97546.57802406489,-0.549853182676585,32310.0,-1.249880948202391,-0.6129032258064516
210,98013.30806245754,-0.5519821541183781,32310.0,-1.2483454679220438,-0.6158357771260997
211,98480.0381008502,-0.5541055575936339,32310.0,-1.246809987641697,-0.6187683284457478
212,98946.76813924285,-0.556223395843823,32310.0,-1.24527450736135,-0.6217008797653959
213,99413.4981776355,-0.5583356717957557,32310.0,-1.2437390270810031,-0.624633431085044
214,99880.22821602816,-0.5604423885594272,32310.0,-1.2422035468006563,-0.6275659824046921
215,100346.95825442081,-0.5625435494258677,32310.0,-1.2406680665203094,-0.6304985337243402
216,100813.68829281347,-0.564639157865001,32310.0,-1.2391325862399625,-0.6334310850439883
217,101280.41833120612,-0.5667292175235064,32310.0,-1.2375971059596154,-0.6363636363636364
218,101747.14836959877,-0.5688137322226895,32310.0,-1.2360616256792687,-0.6392961876832844
219,102213.87840799143,-0.5708927059563583,32310.0,-1.2345261453989216,-0.6422287390029325
220,102680.60844638408,-0.5729661428887062,32310.0,-1.2329906651185747,-0.6451612903225806
221,103147.33848477674,-0.5750340473522035,32310.0,-1.2314551848382278,-0.6480938416422287
222,103614.0685231694,-0.5770964238454958,32310.0,-1.229919704557881,-0.6510263929618768
223,104080.79856156204,-0.5791532770313097,32310.0,-1.228384224277534,-0.6539589442815249
224,104547.5285999547,-0.581204611734368,32310.0,-1.2268487439971871,-0.656891495601173
225,105014.25863834735,-0.5832504329393114,32310.0,-1.2253132637168402,-0.6598240469208211
226,105480.98867674003,-0.5852907457886307,32310.0,-1.2237777834364931,-0.6627565982404693
227,105947.71871513268,-0.5873255555806062,32310.0,-1.2222423031561462,-0.6656891495601173
228,106414.44875352534,-0.5893548677672571,32310.0,-1.2207068228757993,-0.6686217008797655
229,106881.17879191799,-0.5913786879523002,32310.0,-1.2191713425954525,-0.6715542521994134
230,107347.90883031064,-0.5933970218891171,32310.0,-1.2176358623151056,-0.6744868035190615
231,107814.6388687033,-0.5954098754787326,32310.0,-1.2161003820347587,-0.6774193548387097
232,108281.36890709595,-0.5974172547678008,32310.0,-1.2145649017544118,-0.6803519061583577
233,108748.09894548861,-0.5994191659466044,32310.0,-1.2130294214740647,-0.6832844574780059
234,109214.82898388126,-0.6014156153470606,32310.0,-1.211493941193718,-0.6862170087976539
235,109681.55902227391,-0.6034066094407406,32310.0,-1.209958460913371,-0.689149560117302
236,110148.28906066658,-0.6053921548368982,32310.0,-1.208422980633024,-0.6920821114369502
237,110615.01909905922,-0.6073722582805088,32310.0,-1.2068875003526771,-0.6950146627565982
238,111081.74913745189,-0.6093469266503209,32310.0,-1.2053520200723302,-0.6979472140762464
239,111548.47917584454,-0.6113161669569168,32310.0,-1.2038165397919833,-0.7008797653958944
240,112015.20921423718,-0.6132799863407867,32310.0,-1.2022810595116364,-0.7038123167155425
241,112481.93925262985,-0.6152383920704121,32310.0,-1.2007455792312896,-0.7067448680351907
242,112948.6692910225,-0.6171913915403622,32310.0,-1.1992100989509424,-0.7096774193548386
243,113415.39932941516,-0.6191389922694017,32310.0,-1.1976746186705955,-0.7126099706744868
244,113882.12936780781,-0.6210812018986098,32310.0,-1.1961391383902487,-0.7155425219941349
245,114348.85940620046,-0.6230180281895122,32310.0,-1.1946036581099018,-0.7184750733137829
246,114815.58944459312,-0.6249494790222242,32310.0,-1.1930681778295549,-0.7214076246334311
247,115282.31948298577,-0.6268755623936064,32310.0,-1.191532697549208,-0.7243401759530791
248,115749.04952137843,-0.628796286415433,32310.0,-1.189997217268861,-0.7272727272727273
249,116215.77955977108,-0.6307116593125717,32310.0,-1.188461736988514,-0.7302052785923754
250,116682.50959816374,-0.6326216894211772,32310.0,-1.1869262567081673,-0.7331378299120235
251,117149.23963655639,-0.6345263851868964,32310.0,-1.1853907764278202,-0.7360703812316716
252,117615.96967494904,-0.6364257551630864,32310.0,-1.1838552961474733,-0.7390029325513195
253,118082.6997133417,-0.6383198080090459,32310.0,-1.1823198158671264,-0.7419354838709677
254,118549.42975173435,-0.6402085524882584,32310.0,-1.1807843355867795,-0.7448680351906158
